"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"1195";1195;0;0;0;0;0;0;0;0;1
"1196";1196;0;0;0;0;0;0;0;0;1
"1197";1197;0;0;0;0;0;0;0;0;0
"1198";1198;0;0;0;0;0;0;0;0;1
"1199";1199;0;0;4;4;4;4;4;4;4
"1200";1200;0;0;0;0;0;0;2;2;2
"1201";1201;0;0;4;4;4;4;4;4;4
"1202";1202;0;0;4;4;4;4;4;4;4
"1203";1203;0;0;4;4;4;4;4;4;4
"1204";1204;0;0;4;4;4;4;4;4;4
"1205";1205;0;0;4;4;4;4;4;4;4
"1206";1206;0;0;4;4;4;4;4;4;4
"1207";1207;0;0;4;4;4;4;4;4;4
"1208";1208;0;0;4;4;4;4;4;4;4
"1209";1209;0;0;4;4;4;4;4;4;4
"1210";1210;0;0;4;4;4;4;4;4;4
"1211";1211;0;0;4;4;4;4;4;4;4
"1212";1212;0;0;4;4;4;4;4;4;4
"1213";1213;0;0;4;4;4;4;4;4;4
"1214";1214;0;0;4;4;4;4;4;4;4
"1215";1215;0;0;4;4;4;4;4;4;4
"1216";1216;0;0;4;4;4;4;4;4;4
"1217";1217;0;0;4;4;4;4;4;4;4
"1218";1218;0;0;4;4;4;4;4;4;4
"1219";1219;0;0;0;0;0;0;2;2;2
"1220";1220;0;0;4;4;4;4;4;4;4
"1221";1221;0;0;4;4;4;4;4;4;4
"1222";1222;0;0;4;4;4;4;4;4;4
"1223";1223;0;0;4;4;4;4;4;4;4
"1224";1224;0;0;4;4;4;4;4;4;4
"1225";1225;0;0;4;4;4;4;4;4;4
"1226";1226;0;0;4;4;4;4;4;4;4
"1227";1227;0;0;4;4;4;4;4;4;4
"1228";1228;0;0;4;4;4;4;4;4;4
"1229";1229;0;0;4;4;4;4;4;4;4
"1230";1230;0;0;4;4;4;4;4;4;4
"1231";1231;0;0;4;4;4;4;4;4;4
"1232";1232;0;0;4;4;4;4;4;4;4
"1233";1233;0;0;4;4;4;4;4;4;4
"1234";1234;0;0;4;4;4;4;4;4;4
"1235";1235;0;0;4;4;4;4;4;4;4
"1236";1236;0;0;4;4;4;4;4;4;4
"1237";1237;0;0;4;4;4;4;4;4;4
"1238";1238;0;0;4;4;4;4;4;4;4
"1239";1239;0;0;4;4;4;4;4;4;4
"1240";1240;0;0;4;4;4;4;4;4;4
"1241";1241;0;0;4;4;4;4;4;4;4
"1242";1242;0;0;4;4;4;4;4;4;4
"1243";1243;0;0;4;4;4;4;4;4;4
"1244";1244;0;0;4;4;4;4;4;4;4
"1245";1245;0;0;4;4;4;4;4;4;4
"1246";1246;0;0;4;4;4;4;4;4;4
"1247";1247;0;0;4;4;4;4;4;4;4
"1248";1248;0;0;4;4;4;4;4;4;4
"1249";1249;0;0;4;4;4;4;4;4;4
"1250";1250;0;0;4;4;4;4;4;4;4
"1251";1251;0;0;4;4;4;4;4;4;4
"1252";1252;0;0;4;4;4;4;4;4;4
"1253";1253;0;0;4;4;4;4;4;4;4
"1254";1254;0;0;4;4;4;4;4;4;4
"1255";1255;0;0;4;4;4;4;4;4;4
"1256";1256;0;0;0;0;0;0;2;2;2
"1257";1257;0;0;0;0;0;0;2;2;2
"1258";1258;0;0;4;4;4;4;4;4;4
"1259";1259;0;0;4;4;4;4;4;4;4
"1260";1260;0;0;0;0;0;0;3;3;3
"1261";1261;0;0;0;0;0;0;2;2;2
"1262";1262;0;0;0;0;0;0;2;2;2
"1263";1263;0;0;0;0;0;0;0;0;0
"1264";1264;0;0;0;0;0;0;3;3;3
"1265";1265;0;0;0;0;0;0;3;3;3
"1266";1266;0;0;0;0;0;0;3;3;3
"1267";1267;0;0;0;0;0;0;3;3;3
"1268";1268;0;0;0;0;0;0;3;3;3
"1269";1269;0;0;0;0;0;0;0;0;1
"1270";1270;0;0;0;0;0;0;3;3;3
"1271";1271;0;0;0;0;0;0;0;0;1
"1272";1272;0;0;0;0;0;0;3;3;3
"1273";1273;0;0;0;0;0;0;3;3;3
"1274";1274;0;0;0;0;0;0;2;2;2
"1275";1275;0;0;0;0;0;0;3;3;3
"1276";1276;0;0;0;0;0;0;3;3;3
"1277";1277;0;0;0;0;0;0;3;3;3
"1278";1278;0;0;0;0;0;0;3;3;3
"1279";1279;0;0;0;0;0;0;0;0;0
"1280";1280;0;0;0;0;0;0;0;0;0
"1281";1281;0;0;0;0;0;0;0;0;0
"1282";1282;0;0;0;0;0;0;0;0;0
"1283";1283;0;0;0;0;0;0;0;0;0
"1284";1284;0;0;0;0;0;0;0;0;0
"1285";1285;0;0;0;0;0;0;3;3;3
"1286";1286;0;0;0;0;0;0;0;0;1
"1287";1287;0;0;0;0;0;0;0;0;0
"1288";1288;0;0;0;0;0;0;0;0;0
"1289";1289;0;0;0;0;0;0;2;2;2
"1290";1290;0;0;0;0;0;0;0;0;0
"1291";1291;0;0;0;0;0;0;0;0;0
"1292";1292;0;0;0;0;0;0;0;0;1
"1293";1293;0;0;0;0;0;0;0;0;1
"1294";1294;0;0;0;0;0;0;0;0;0
"1295";1295;0;0;0;0;0;0;2;2;2
"1296";1296;0;0;0;0;0;0;0;0;0
"1297";1297;0;0;0;0;0;0;0;0;0
"1298";1298;0;0;0;0;0;0;0;0;0
"1299";1299;0;0;0;0;0;0;0;0;0
"1300";1300;0;0;0;0;0;0;0;0;0
"1301";1301;0;0;0;0;0;0;0;0;0
"1302";1302;0;0;0;0;0;0;0;0;0
"1303";1303;0;0;0;0;0;0;0;0;0
"1304";1304;0;0;0;0;0;0;3;3;3
"1305";1305;0;0;0;0;0;0;0;0;1
"1306";1306;0;0;0;0;0;0;0;0;1
"1307";1307;0;0;0;0;0;0;0;0;0
"1308";1308;0;0;0;0;0;0;0;0;0
"1309";1309;0;0;0;0;0;0;0;0;0
"1310";1310;0;0;0;0;0;0;0;0;0
"1311";1311;0;0;0;0;0;0;3;3;3
"1312";1312;0;0;0;0;0;0;0;0;0
"1313";1313;0;0;0;0;0;0;0;0;0
"1314";1314;0;0;0;0;0;0;3;3;3
"1315";1315;0;0;0;0;0;0;0;0;0
"1316";1316;0;0;0;0;0;0;0;0;0
"1317";1317;0;0;0;0;0;0;0;0;0
"1318";1318;0;0;0;0;0;0;2;2;2
"1319";1319;0;0;0;0;0;0;2;2;2
"1320";1320;0;0;0;0;0;0;0;0;0
"1321";1321;0;0;0;0;0;0;3;3;3
"1322";1322;0;0;0;0;0;0;0;0;0
"1323";1323;0;0;0;0;0;0;2;2;2
"1324";1324;0;0;0;0;0;0;0;0;1
"1325";1325;0;0;0;0;0;0;2;2;2
"1326";1326;0;0;0;0;0;0;2;2;2
"1327";1327;0;0;0;0;0;0;0;0;0
"1328";1328;0;0;0;0;0;0;0;0;1
"1329";1329;0;0;0;0;0;0;0;0;0
"1330";1330;0;0;0;0;0;0;2;2;2
"1331";1331;0;0;0;0;0;0;0;0;0
"1332";1332;0;0;0;0;0;0;0;0;0
"1333";1333;0;0;0;0;0;0;0;0;1
"1334";1334;0;0;0;0;0;0;0;0;0
"1335";1335;0;0;0;0;0;0;0;0;0
"1336";1336;0;0;0;0;0;0;0;0;0
"1337";1337;0;0;0;0;0;0;0;0;0
"1338";1338;0;0;0;0;0;0;0;0;0
"1339";1339;0;0;0;0;0;0;0;0;0
"1340";1340;0;0;0;0;0;0;0;0;0
"1341";1341;0;0;0;0;0;0;0;0;0
"1342";1342;0;0;0;0;0;0;0;0;0
"1343";1343;0;0;0;0;0;0;0;0;0
"1344";1344;0;0;0;0;0;0;0;0;0
"1345";1345;0;0;0;0;0;0;0;0;0
"1346";1346;0;0;0;0;0;0;0;0;0
"1347";1347;0;0;0;0;0;0;0;0;0
"1348";1348;0;0;0;0;0;0;0;0;0
"1349";1349;0;0;0;0;0;0;0;0;0
"1350";1350;0;0;0;0;0;0;0;0;0
"1351";1351;0;0;0;0;0;0;3;3;3
"1352";1352;0;0;0;0;0;0;0;0;1
"1353";1353;0;0;0;0;0;0;0;0;1
"1354";1354;0;0;0;0;0;0;0;0;1
"1355";1355;0;0;0;0;0;0;0;0;1
"1356";1356;0;0;0;0;0;0;0;0;1
"1357";1357;0;0;0;0;0;0;0;0;1
"1358";1358;0;0;4;4;4;4;4;4;4
"1359";1359;0;0;0;0;0;0;3;3;3
"1360";1360;0;0;0;0;0;0;0;0;1
"1361";1361;0;0;0;0;0;0;0;0;1
"1362";1362;0;0;0;0;0;0;0;0;1
"1363";1363;0;0;0;0;0;0;0;0;1
"1364";1364;0;0;0;0;0;0;0;0;1
"1365";1365;0;0;0;0;0;0;0;0;1
"1366";1366;0;0;0;0;0;0;0;0;1
"1367";1367;0;0;0;0;0;0;0;0;0
"1368";1368;0;0;0;0;0;0;0;0;0
"1369";1369;0;0;0;0;0;0;0;0;0
"1370";1370;0;0;0;0;0;0;0;0;0
"1371";1371;0;0;0;0;0;0;2;2;2
"1372";1372;0;0;4;4;4;4;4;4;4
"1373";1373;0;0;0;0;0;0;2;2;2
"1374";1374;0;0;4;4;4;4;4;4;4
"1375";1375;0;0;0;0;0;0;2;2;2
"1376";1376;0;0;0;0;0;0;0;0;0
"1377";1377;0;0;0;0;0;0;2;2;2
"1378";1378;0;0;0;0;0;0;2;2;2
"1379";1379;0;0;0;0;0;0;2;2;2
"1380";1380;0;0;0;0;0;0;2;2;2
"1381";1381;0;0;0;0;0;0;0;0;0
"1382";1382;0;0;0;0;0;0;2;2;2
"1383";1383;0;0;0;0;0;0;3;3;3
"1384";1384;0;0;0;0;0;0;0;0;0
"1385";1385;0;0;0;0;0;0;0;0;1
"1386";1386;0;0;0;0;0;0;0;0;0
"1387";1387;0;0;0;0;0;0;0;0;0
"1388";1388;0;0;0;0;0;0;2;2;2
"1389";1389;0;0;0;0;0;0;0;0;0
"1390";1390;0;0;0;0;0;0;2;2;2
"1391";1391;0;0;0;0;0;0;2;2;2
"1392";1392;0;0;0;0;0;0;2;2;2
"1393";1393;0;0;0;0;0;0;2;2;2
"1394";1394;0;0;0;0;0;0;2;2;2
"1395";1395;0;0;0;0;0;0;2;2;2
"1396";1396;0;0;0;0;0;0;2;2;2
"1397";1397;0;0;0;0;0;0;2;2;2
"1398";1398;0;0;0;0;0;0;2;2;2
"1399";1399;0;0;0;0;0;0;0;0;0
"1400";1400;0;0;0;0;0;0;0;0;0
"1401";1401;0;0;0;0;0;0;3;3;3
"1402";1402;0;0;0;0;0;0;2;2;2
"1403";1403;0;0;0;0;0;0;2;2;2
"1404";1404;0;0;0;0;0;0;3;3;3
"1405";1405;0;0;0;0;0;0;2;2;2
"1406";1406;0;0;0;0;0;0;2;2;2
"1407";1407;0;0;0;0;0;0;2;2;2
"1408";1408;0;0;0;0;0;0;2;2;2
"1409";1409;0;0;0;0;0;0;2;2;2
"1410";1410;0;0;0;0;0;0;0;0;0
"1411";1411;0;0;0;0;0;0;0;0;0
"1412";1412;0;0;0;0;0;0;2;2;2
"1413";1413;0;0;0;0;0;0;2;2;2
"1414";1414;0;0;0;0;0;0;2;2;2
"1415";1415;0;0;0;0;0;0;3;3;3
"1416";1416;0;0;0;0;0;0;2;2;2
"1417";1417;0;0;0;0;0;0;2;2;2
"1418";1418;0;0;0;0;0;0;2;2;2
"1419";1419;0;0;0;0;0;0;2;2;2
"1420";1420;0;0;0;0;0;0;2;2;2
"1421";1421;0;0;0;0;0;0;0;0;1
"1422";1422;0;0;4;4;4;4;4;4;4
"1423";1423;0;0;0;0;0;0;0;0;0
"1424";1424;0;0;0;0;0;0;2;2;2
"1425";1425;0;0;0;0;0;0;2;2;2
"1426";1426;0;0;0;0;0;0;2;2;2
"1427";1427;0;0;4;4;4;4;4;4;4
"1428";1428;0;0;0;0;0;0;2;2;2
"1429";1429;0;0;4;4;4;4;4;4;4
"1430";1430;0;0;0;0;0;0;2;2;2
"1431";1431;0;0;0;0;0;0;2;2;2
"1432";1432;0;0;0;0;0;0;2;2;2
"1433";1433;0;0;4;4;4;4;4;4;4
"1434";1434;0;0;0;0;0;0;2;2;2
"1435";1435;0;0;0;0;0;0;2;2;2
"1436";1436;0;0;0;0;0;0;2;2;2
"1437";1437;0;0;0;0;0;0;0;0;0
"1438";1438;0;0;0;0;0;0;3;3;3
"1439";1439;0;0;0;0;0;0;3;3;3
"1440";1440;0;0;0;0;0;0;0;0;1
"1441";1441;0;0;0;0;0;0;0;0;1
"1442";1442;0;0;0;0;0;0;0;0;1
"1443";1443;0;0;0;0;0;0;0;0;1
"1444";1444;0;0;0;0;0;0;0;0;1
"1445";1445;0;0;0;0;0;0;0;0;1
"1446";1446;0;0;0;0;0;0;0;0;1
"1447";1447;0;0;0;0;0;0;0;0;1
"1448";1448;0;0;0;0;0;0;0;0;1
"1449";1449;0;0;0;0;0;0;0;0;1
"1450";1450;0;0;0;0;0;0;0;0;1
"1451";1451;0;0;0;0;0;0;0;0;1
"1452";1452;0;0;0;0;0;0;0;0;1
"1453";1453;0;0;0;0;0;0;0;0;1
"1454";1454;0;0;0;0;0;0;3;3;3
"1455";1455;0;0;0;0;0;0;3;3;3
"1456";1456;0;0;0;0;0;0;3;3;3
"1457";1457;0;0;0;0;0;0;3;3;3
"1458";1458;0;0;0;0;0;0;3;3;3
"1459";1459;0;0;0;0;0;0;3;3;3
"1460";1460;0;0;0;0;0;0;3;3;3
"1461";1461;0;0;0;0;0;0;3;3;3
"1462";1462;0;0;0;0;0;0;3;3;3
"1463";1463;0;0;0;0;0;0;3;3;3
"1464";1464;0;0;0;0;0;0;3;3;3
"1465";1465;0;0;0;0;0;0;3;3;3
"1466";1466;0;0;0;0;0;0;3;3;3
"1467";1467;0;0;0;0;0;0;3;3;3
"1468";1468;0;0;0;0;0;0;3;3;3
"1469";1469;0;0;0;0;0;0;3;3;3
"1470";1470;0;0;0;0;0;0;3;3;3
"1471";1471;0;0;0;0;0;0;0;0;0
"1472";1472;0;0;0;0;0;0;3;3;3
"1473";1473;0;0;0;0;0;0;3;3;3
"1474";1474;0;0;0;0;0;0;3;3;3
"1475";1475;0;0;0;0;0;0;3;3;3
"1476";1476;0;0;0;0;0;0;3;3;3
"1477";1477;0;0;0;0;0;0;3;3;3
"1478";1478;0;0;0;0;0;0;2;2;2
"1479";1479;0;0;0;0;0;0;3;3;3
"1480";1480;0;0;0;0;0;0;3;3;3
"1481";1481;0;0;0;0;0;0;3;3;3
"1482";1482;0;0;0;0;0;0;3;3;3
"1483";1483;0;0;0;0;0;0;2;2;2
"1484";1484;0;0;0;0;0;0;2;2;2
"1485";1485;0;0;0;0;0;0;3;3;3
"1486";1486;0;0;0;0;0;0;3;3;3
"1487";1487;0;0;0;0;0;0;3;3;3
"1488";1488;0;0;0;0;0;0;0;0;0
"1489";1489;0;0;0;0;0;0;3;3;3
"1490";1490;0;0;0;0;0;0;3;3;3
"1491";1491;0;0;0;0;0;0;3;3;3
"1492";1492;0;0;0;0;0;0;3;3;3
"1493";1493;0;0;0;0;0;0;3;3;3
"1494";1494;0;0;0;0;0;0;3;3;3
"1495";1495;0;0;0;0;0;0;3;3;3
"1496";1496;0;0;0;0;0;0;3;3;3
"1497";1497;0;0;4;4;4;4;4;4;4
"1498";1498;0;0;4;4;4;4;4;4;4
"1499";1499;0;0;0;0;0;0;0;0;1
"1500";1500;0;0;4;4;4;4;4;4;4
"1501";1501;0;0;4;4;4;4;4;4;4
"1502";1502;0;0;4;4;4;4;4;4;4
"1503";1503;0;0;4;4;4;4;4;4;4
"1504";1504;0;0;0;0;0;0;0;0;0
"1505";1505;0;0;4;4;4;4;4;4;4
"1506";1506;0;0;4;4;4;4;4;4;4
"1507";1507;0;0;0;0;0;0;2;2;2
"1508";1508;0;0;4;4;4;4;4;4;4
"1509";1509;0;0;4;4;4;4;4;4;4
"1510";1510;0;0;0;0;0;0;3;3;3
"1511";1511;0;0;4;4;4;4;4;4;4
"1512";1512;0;0;4;4;4;4;4;4;4
"1513";1513;0;0;4;4;4;4;4;4;4
"1514";1514;0;0;4;4;4;4;4;4;4
"1515";1515;0;0;4;4;4;4;4;4;4
"1516";1516;0;0;4;4;4;4;4;4;4
"1517";1517;0;0;4;4;4;4;4;4;4
"1518";1518;0;0;4;4;4;4;4;4;4
"1519";1519;0;0;4;4;4;4;4;4;4
"1520";1520;0;0;4;4;4;4;4;4;4
"1521";1521;0;0;0;0;0;0;0;0;1
"1522";1522;0;0;0;0;0;0;3;3;3
"1523";1523;0;0;4;4;4;4;4;4;4
"1524";1524;0;0;4;4;4;4;4;4;4
"1525";1525;0;0;0;0;0;0;3;3;3
"1526";1526;0;0;4;4;4;4;4;4;4
"1527";1527;0;0;0;0;0;0;0;0;1
"1528";1528;0;0;0;0;0;0;0;0;0
"1529";1529;0;0;0;0;0;0;0;0;0
"1530";1530;0;0;0;0;0;0;0;0;0
"1531";1531;0;0;0;0;0;0;0;0;0
"1532";1532;0;0;0;0;0;0;0;0;0
"1533";1533;0;0;0;0;0;0;0;0;0
"1534";1534;0;0;0;0;0;0;0;0;0
"1535";1535;0;0;0;0;0;0;0;0;0
"1536";1536;0;0;0;0;0;0;0;0;0
"1537";1537;0;0;0;0;0;0;0;0;0
"1538";1538;0;0;0;0;0;0;0;0;0
"1539";1539;0;0;0;0;0;0;0;0;0
"1540";1540;0;0;0;0;0;0;0;0;0
"1541";1541;0;0;0;0;0;0;0;0;0
"1542";1542;0;0;0;0;0;0;0;0;0
"1543";1543;0;0;0;0;0;0;0;0;0
"1544";1544;0;0;0;0;0;0;0;0;0
"1545";1545;0;0;0;0;0;0;0;0;0
"1546";1546;0;0;0;0;0;0;0;0;0
"1547";1547;0;0;0;0;0;0;0;0;0
"1548";1548;0;0;0;0;0;0;0;0;0
"1549";1549;0;0;0;0;0;0;0;0;0
"1550";1550;0;0;0;0;0;0;0;0;0
"1551";1551;0;0;0;0;0;0;0;0;0
"1552";1552;0;0;0;0;0;0;2;2;2
"1553";1553;0;0;0;0;0;0;0;0;0
"1554";1554;0;0;0;0;0;0;0;0;0
"1555";1555;0;0;0;0;0;0;0;0;0
"1556";1556;0;0;0;0;0;0;0;0;0
"1557";1557;0;0;0;0;0;0;0;0;0
"1558";1558;0;0;0;0;0;0;0;0;0
"1559";1559;0;0;0;0;0;0;0;0;0
"1560";1560;0;0;0;0;0;0;0;0;0
"1561";1561;0;0;0;0;0;0;0;0;0
"1562";1562;0;0;0;0;0;0;0;0;0
"1563";1563;0;0;0;0;0;0;0;0;0
"1564";1564;0;0;0;0;0;0;0;0;0
"1565";1565;0;0;0;0;0;0;0;0;0
"1566";1566;0;0;0;0;0;0;0;0;0
"1567";1567;0;0;0;0;0;0;0;0;0
"1568";1568;0;0;0;0;0;0;0;0;0
"1569";1569;0;0;0;0;0;0;0;0;0
"1570";1570;0;0;0;0;0;0;0;0;0
"1571";1571;0;0;0;0;0;0;0;0;0
"1572";1572;0;0;0;0;0;0;0;0;1
"1573";1573;0;0;0;0;0;0;0;0;0
"1574";1574;0;0;0;0;0;0;0;0;0
"1575";1575;0;0;0;0;0;0;0;0;0
"1576";1576;0;0;0;0;0;0;0;0;0
"1577";1577;0;0;0;0;0;0;0;0;0
"1578";1578;0;0;0;0;0;0;0;0;0
"1579";1579;0;0;0;0;0;0;0;0;0
"1580";1580;0;0;0;0;0;0;0;0;0
"1581";1581;0;0;0;0;0;0;0;0;0
"1582";1582;0;0;0;0;0;0;0;0;0
"1583";1583;0;0;0;0;0;0;0;0;0
"1584";1584;0;0;0;0;0;0;0;0;0
"1585";1585;0;0;0;0;0;0;2;2;2
"1586";1586;0;0;0;0;0;0;0;0;0
"1587";1587;0;0;0;0;0;0;0;0;0
"1588";1588;0;0;0;0;0;0;0;0;0
"1589";1589;0;0;0;0;0;0;0;0;0
"1590";1590;0;0;0;0;0;0;0;0;1
"1591";1591;0;0;0;0;0;0;0;0;1
"1592";1592;0;0;0;0;0;0;0;0;1
"1593";1593;0;0;0;0;0;0;0;0;1
"1594";1594;0;0;4;4;4;4;4;4;4
"1595";1595;0;0;0;0;0;0;0;0;1
"1596";1596;0;0;0;0;0;0;0;0;1
"1597";1597;0;0;0;0;0;0;0;0;1
"1598";1598;0;0;0;0;0;0;0;0;1
"1599";1599;0;0;0;0;0;0;0;0;1
"1600";1600;0;0;0;0;0;0;0;0;1
"1601";1601;0;0;0;0;0;0;2;2;2
"1602";1602;0;0;0;0;0;0;2;2;2
"1603";1603;0;0;0;0;0;0;0;0;1
"1604";1604;0;0;0;0;0;0;0;0;1
"1605";1605;0;0;0;0;0;0;0;0;1
"1606";1606;0;0;0;0;0;0;0;0;1
"1607";1607;0;0;0;0;0;0;0;0;1
"1608";1608;0;0;0;0;0;0;0;0;1
"1609";1609;0;0;0;0;0;0;0;0;1
"1610";1610;0;0;0;0;0;0;0;0;1
"1611";1611;0;0;0;0;0;0;0;0;1
"1612";1612;0;0;0;0;0;0;0;0;1
"1613";1613;0;0;0;0;0;0;0;0;1
"1614";1614;0;0;0;0;0;0;0;0;1
"1615";1615;0;0;0;0;0;0;0;0;0
"1616";1616;0;0;0;0;0;0;3;3;3
"1617";1617;0;0;0;0;0;0;3;3;3
"1618";1618;0;0;0;0;0;0;3;3;3
"1619";1619;0;0;0;0;0;0;3;3;3
"1620";1620;0;0;0;0;0;0;3;3;3
"1621";1621;0;0;0;0;0;0;2;2;2
"1622";1622;0;0;0;0;0;0;3;3;3
"1623";1623;0;0;0;0;0;0;3;3;3
"1624";1624;0;0;0;0;0;0;2;2;2
"1625";1625;0;0;0;0;0;0;2;2;2
"1626";1626;0;0;0;0;0;0;3;3;3
"1627";1627;0;0;0;0;0;0;3;3;3
"1628";1628;0;0;0;0;0;0;3;3;3
"1629";1629;0;0;0;0;0;0;2;2;2
"1630";1630;0;0;0;0;0;0;3;3;3
"1631";1631;0;0;0;0;0;0;3;3;3
"1632";1632;0;0;0;0;0;0;2;2;2
"1633";1633;0;0;0;0;0;0;2;2;2
"1634";1634;0;0;0;0;0;0;2;2;2
"1635";1635;0;0;0;0;0;0;2;2;2
"1636";1636;0;0;0;0;0;0;2;2;2
"1637";1637;0;0;0;0;0;0;3;3;3
"1638";1638;0;0;0;0;0;0;3;3;3
"1639";1639;0;0;0;0;0;0;2;2;2
"1640";1640;0;0;0;0;0;0;3;3;3
"1641";1641;0;0;0;0;0;0;0;0;0
"1642";1642;0;0;0;0;0;0;3;3;3
"1643";1643;0;0;0;0;0;0;3;3;3
"1644";1644;0;0;0;0;0;0;2;2;2
"1645";1645;0;0;0;0;0;0;3;3;3
"1646";1646;0;0;0;0;0;0;3;3;3
"1647";1647;0;0;0;0;0;0;3;3;3
"1648";1648;0;0;0;0;0;0;0;0;1
"1649";1649;0;0;0;0;0;0;2;2;2
"1650";1650;0;0;0;0;0;0;3;3;3
"1651";1651;0;0;0;0;0;0;3;3;3
"1652";1652;0;0;0;0;0;0;3;3;3
"1653";1653;0;0;0;0;0;0;3;3;3
"1654";1654;0;0;0;0;0;0;2;2;2
"1655";1655;0;0;0;0;0;0;2;2;2
"1656";1656;0;0;0;0;0;0;0;0;0
"1657";1657;0;0;0;0;0;0;3;3;3
"1658";1658;0;0;0;0;0;0;3;3;3
"1659";1659;0;0;0;0;0;0;3;3;3
"1660";1660;0;0;0;0;0;0;3;3;3
"1661";1661;0;0;0;0;0;0;3;3;3
"1662";1662;0;0;4;4;4;4;4;4;4
"1663";1663;0;0;0;0;0;0;0;0;1
"1664";1664;0;0;0;0;0;0;0;0;1
"1665";1665;0;0;4;4;4;4;4;4;4
"1666";1666;0;0;4;4;4;4;4;4;4
"1667";1667;0;0;4;4;4;4;4;4;4
"1668";1668;0;0;4;4;4;4;4;4;4
"1669";1669;0;0;4;4;4;4;4;4;4
"1670";1670;0;0;4;4;4;4;4;4;4
"1671";1671;0;0;4;4;4;4;4;4;4
"1672";1672;0;0;4;4;4;4;4;4;4
"1673";1673;0;0;4;4;4;4;4;4;4
"1674";1674;0;0;4;4;4;4;4;4;4
"1675";1675;0;0;0;0;0;0;2;2;2
"1676";1676;0;0;4;4;4;4;4;4;4
"1677";1677;0;0;4;4;4;4;4;4;4
"1678";1678;0;0;4;4;4;4;4;4;4
"1679";1679;0;0;4;4;4;4;4;4;4
"1680";1680;0;0;4;4;4;4;4;4;4
"1681";1681;0;0;4;4;4;4;4;4;4
"1682";1682;0;0;4;4;4;4;4;4;4
"1683";1683;0;0;4;4;4;4;4;4;4
"1684";1684;0;0;4;4;4;4;4;4;4
"1685";1685;0;0;4;4;4;4;4;4;4
"1686";1686;0;0;4;4;4;4;4;4;4
"1687";1687;0;0;4;4;4;4;4;4;4
"1688";1688;0;0;4;4;4;4;4;4;4
"1689";1689;0;0;4;4;4;4;4;4;4
"1690";1690;0;0;4;4;4;4;4;4;4
"1691";1691;0;0;4;4;4;4;4;4;4
"1692";1692;0;0;4;4;4;4;4;4;4
"1693";1693;0;0;4;4;4;4;4;4;4
"1694";1694;0;0;4;4;4;4;4;4;4
"1695";1695;0;0;4;4;4;4;4;4;4
"1696";1696;0;0;4;4;4;4;4;4;4
"1697";1697;0;0;4;4;4;4;4;4;4
"1698";1698;0;0;4;4;4;4;4;4;4
"1699";1699;0;0;4;4;4;4;4;4;4
"1700";1700;0;0;4;4;4;4;4;4;4
"1701";1701;0;0;4;4;4;4;4;4;4
"1702";1702;0;0;4;4;4;4;4;4;4
"1703";1703;0;0;4;4;4;4;4;4;4
"1704";1704;0;0;4;4;4;4;4;4;4
"1705";1705;0;0;4;4;4;4;4;4;4
"1706";1706;0;0;4;4;4;4;4;4;4
"1707";1707;0;0;4;4;4;4;4;4;4
"1708";1708;0;0;4;4;4;4;4;4;4
"1709";1709;0;0;4;4;4;4;4;4;4
"1710";1710;0;0;4;4;4;4;4;4;4
"1711";1711;0;0;4;4;4;4;4;4;4
"1712";1712;0;0;4;4;4;4;4;4;4
"1713";1713;0;0;4;4;4;4;4;4;4
"1714";1714;0;0;4;4;4;4;4;4;4
"1715";1715;0;0;4;4;4;4;4;4;4
"1716";1716;0;0;4;4;4;4;4;4;4
"1717";1717;0;0;4;4;4;4;4;4;4
"1718";1718;0;0;4;4;4;4;4;4;4
"1719";1719;0;0;4;4;4;4;4;4;4
"1720";1720;0;0;4;4;4;4;4;4;4
"1721";1721;0;0;4;4;4;4;4;4;4
"1722";1722;0;0;4;4;4;4;4;4;4
"1723";1723;0;0;4;4;4;4;4;4;4
"1724";1724;0;0;4;4;4;4;4;4;4
"1725";1725;0;0;4;4;4;4;4;4;4
"1726";1726;0;0;0;0;0;0;0;0;1
"1727";1727;0;0;4;4;4;4;4;4;4
"1728";1728;0;0;4;4;4;4;4;4;4
"1729";1729;0;0;4;4;4;4;4;4;4
"1730";1730;0;0;4;4;4;4;4;4;4
"1731";1731;0;0;4;4;4;4;4;4;4
"1732";1732;0;0;4;4;4;4;4;4;4
"1733";1733;0;0;4;4;4;4;4;4;4
"1734";1734;0;0;4;4;4;4;4;4;4
"1735";1735;0;0;4;4;4;4;4;4;4
"1736";1736;0;0;4;4;4;4;4;4;4
"1737";1737;0;0;4;4;4;4;4;4;4
"1738";1738;0;0;4;4;4;4;4;4;4
"1739";1739;0;0;4;4;4;4;4;4;4
"1740";1740;0;0;4;4;4;4;4;4;4
"1741";1741;0;0;4;4;4;4;4;4;4
"1742";1742;0;0;4;4;4;4;4;4;4
"1743";1743;0;0;4;4;4;4;4;4;4
"1744";1744;0;0;4;4;4;4;4;4;4
"1745";1745;0;0;4;4;4;4;4;4;4
"1746";1746;0;0;4;4;4;4;4;4;4
"1747";1747;0;0;4;4;4;4;4;4;4
"1748";1748;0;0;4;4;4;4;4;4;4
"1749";1749;0;0;4;4;4;4;4;4;4
"1750";1750;0;0;0;0;0;0;3;3;3
"1751";1751;0;0;4;4;4;4;4;4;4
"1752";1752;0;0;4;4;4;4;4;4;4
